genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
1315145.3	Acinetobacter baumannii TG15241	WGS	3909762	Good	0	139	99	99.3	100	0
1315146.3	Acinetobacter baumannii TG15242	WGS	3886374	Good	0	88	98.8	99.3	100	0
1315150.3	Acinetobacter baumannii TG20277	WGS	4110502	Good	0	62	98.7	99.3	100	0.5
1315155.3	Acinetobacter baumannii TG22112	WGS	4380255	Good	0	64	96.7	99.3	100	6.4
1315156.3	Acinetobacter baumannii TG22142	WGS	4230851	Good	0	76	98.6	99.3	100	1
1315170.3	Acinetobacter baumannii TG22336	WGS	4160198	Good	0	45	98	99.3	100	1
1315174.3	Acinetobacter baumannii TG27311	WGS	4402728	Good	0	169	97.6	99.3	99.5	4.5
1315179.3	Acinetobacter baumannii TG27383	WGS	4024184	Good	0	116	98.6	99.4	100	0
1315181.3	Acinetobacter baumannii TG27391	WGS	3730258	Good	0	286	95.8	96.5	93.2	2.2
1315183.3	Acinetobacter baumannii TG27399	WGS	4023952	Good	0	131	98.4	99	100	0.5
1315184.3	Acinetobacter baumannii TG27407	WGS	4163950	Good	0	94	98.5	99.4	100	0
1343075.3	Acinetobacter baumannii CI77	WGS	4030011	Good	0	81	98.2	99.3	100	0
1346792.4	Acinetobacter baumannii AB-HKU3-08	WGS	4045373	Good	0	107	98.4	99	100	0.5
1346793.4	Acinetobacter baumannii AB-HKU3-10	WGS	3928510	Good	0	139	98.5	99.1	100	0.5
1349824.3	Acinetobacter baumannii str. Perm	WGS	3683601	Good	0	279	94.5	99	98.4	8.3
1358412.3	Acinetobacter baumannii EGD-HP18	WGS	4142200	Good	0	148	97.9	99.2	100	0.5
1398949.4	Acinetobacter baumannii UH10707 [PRJNA227030]	WGS	4156196	Good	0	9	98.3	99.4	100	0
1409922.3	Acinetobacter baumannii MRSN 3405	WGS	4027479	Good		143	98	99.1	99.7	0.5
1431338.3	Acinetobacter baumannii P630	WGS	3890656	Good		46	98.2	99.2	100	0
1449755.3	Acinetobacter baumannii Pulsotype 27	WGS	4031405	Good		160	98.5	99.1	99.7	0
1455315.5	Acinetobacter baumannii LAC-4	Complete	3968436	Good	2	3	98.2	98.8	98.4	1
1458918.3	Acinetobacter baumannii LY1	WGS	3851577	Good		271	98.6	99	99.5	1.5
1458920.3	Acinetobacter baumannii LY3	WGS	3867104	Good		117	98.6	99.1	100	0
1458921.3	Acinetobacter baumannii LY4	WGS	4012700	Good		105	98.9	99.4	100	0
1458926.3	Acinetobacter baumannii LY9	WGS	4087028	Good		98	98.5	99.4	100	0
470.6528	Acinetobacter baumannii strain BL20	WGS	4205173	Poor		1069	98.4	99.2		
470.6534	Acinetobacter baumannii strain FDA-CDC-AR_0274	WGS	4032242	Good		228	97.9	99.3		
470.6530	Acinetobacter baumannii strain BL22	WGS	4353005	Poor		1653	98.2	99.2		
470.6527	Acinetobacter baumannii strain BL19	WGS	4406399	Poor		1817	98.2	99.1		
470.6536	Acinetobacter baumannii strain FDA-CDC-AR_0277	WGS	4163879	Good		157	97.6	99.3		
470.6538	Acinetobacter baumannii strain FDA-CDC-AR_0280	WGS	3992148	Good		142	98.3	99.3		
470.6544	Acinetobacter baumannii strain FDA-CDC-AR_0285	WGS	4157630	Good		203	97.7	99.3		
470.6551	Acinetobacter baumannii strain FDA-CDC-AR_0292	WGS	3652919	Good		429	98.2	99.3		
470.6548	Acinetobacter baumannii strain FDA-CDC-AR_0289	WGS	3940285	Good		143	98.1	99.3		
470.6682	Acinetobacter baumannii strain MRSN1439	WGS	3740351	Good		55	98.7	99.3		
470.6680	Acinetobacter baumannii strain MRSN1420	WGS	4054555	Good		118	98.4	99.4		
470.6679	Acinetobacter baumannii strain MRSN1410	WGS	4243843	Good		192	98	99.3		
470.6668	Acinetobacter baumannii strain MRSN11816	WGS	3993330	Good		93	98.2	99.2		
470.6673	Acinetobacter baumannii strain MRSN11823	WGS	3953861	Good		203	98.4	99.3		
470.6693	Acinetobacter baumannii strain MRSN15046	WGS	4038347	Good		221	96.4	98.9		
470.6692	Acinetobacter baumannii strain MRSN15045	WGS	4022222	Good		106	98.5	99.4		
470.6660	Acinetobacter baumannii strain MRSN11803	WGS	4031781	Good		102	98.6	99.3		
470.6648	Acinetobacter baumannii strain MRSN11780	WGS	4042870	Good		244	98.6	99.3		
470.6642	Acinetobacter baumannii strain MRSN11771	WGS	4030834	Good		177	98.4	99.3		
470.6644	Acinetobacter baumannii strain MRSN11774	WGS	3950126	Good		131	98.4	99.3		
470.6651	Acinetobacter baumannii strain MRSN11784	WGS	4084868	Good		378	98.2	99		
470.6645	Acinetobacter baumannii strain MRSN11776	WGS	4039745	Good		229	98.5	99.3		
470.6663	Acinetobacter baumannii strain MRSN11807	WGS	3912178	Good		134	98.3	99.4		
470.6656	Acinetobacter baumannii strain MRSN11795	WGS	3941489	Good		208	98.1	99		
470.6659	Acinetobacter baumannii strain MRSN11801	WGS	4041052	Good		128	98.4	99.3		
470.6671	Acinetobacter baumannii strain MRSN11821	WGS	4194190	Good		118	97.7	99		
470.6574	Acinetobacter baumannii strain MRSN10371	WGS	3997766	Good		165	98.2	99.2		
470.6579	Acinetobacter baumannii strain MRSN11669	WGS	3962570	Good		158	98.2	99		
470.6585	Acinetobacter baumannii strain MRSN11680	WGS	4055804	Good		267	98.5	99.3		
470.6584	Acinetobacter baumannii strain MRSN11679	WGS	4078495	Good		200	98	99.3		
470.6581	Acinetobacter baumannii strain MRSN11660	WGS	3912143	Good		153	98.7	99.3		
470.6596	Acinetobacter baumannii strain MRSN11706	WGS	4344583	Good		167	97.6	99.3		
470.6570	Acinetobacter baumannii strain FDA-CDC-AR_0311	WGS	3912456	Good		170	98.2	99.2		
470.6566	Acinetobacter baumannii strain FDA-CDC-AR_0307	WGS	4070743	Good		210	98.4	99.4		
470.6553	Acinetobacter baumannii strain FDA-CDC-AR_0294	WGS	3790298	Good		219	98.7	99.3		
470.6567	Acinetobacter baumannii strain FDA-CDC-AR_0308	WGS	4012366	Good		150	98.5	99.4		
470.6571	Acinetobacter baumannii strain FDA-CDC-AR_0312	WGS	4019485	Good		180	98	98.9		
470.6557	Acinetobacter baumannii strain FDA-CDC-AR_0298	WGS	4070999	Good		198	98.4	99.4		
470.6564	Acinetobacter baumannii strain FDA-CDC-AR_0305	WGS	4116745	Good		155	97.9	99.2		
470.6592	Acinetobacter baumannii strain MRSN11698	WGS	3859599	Good		263	98	98.8		
470.6591	Acinetobacter baumannii strain MRSN11695	WGS	4028470	Good		373	97.3	98.7		
470.6611	Acinetobacter baumannii strain MRSN11727	WGS	3988227	Good		211	98.5	99.2		
470.6602	Acinetobacter baumannii strain MRSN11713	WGS	4345790	Good		166	97.6	99.3		
470.6603	Acinetobacter baumannii strain MRSN11714	WGS	3987198	Good		436	98.4	99.3		
470.6614	Acinetobacter baumannii strain MRSN11735	WGS	4070794	Good		328	98.4	99.2		
470.6605	Acinetobacter baumannii strain MRSN11720	WGS	3945558	Good		235	98.7	99.4		
470.6501	Acinetobacter baumannii strain 182	WGS	3970552	Good		121	98.4	99.4		
470.6500	Acinetobacter baumannii strain 183	WGS	3957963	Good		140	98.5	99.3		
470.6502	Acinetobacter baumannii strain 260	WGS	4033136	Good		269	96.3	98.4		
470.6514	Acinetobacter baumannii strain BL06	WGS	4732668	Poor		3122	97.9	99		
470.6516	Acinetobacter baumannii strain BL08	WGS	4833906	Poor		2666	91.7	97.7		
470.6519	Acinetobacter baumannii strain BL11	WGS	4160809	Good		827	98.6	99.3		
470.6523	Acinetobacter baumannii strain BL15	WGS	4250039	Poor		1180	98.5	99.3		
470.6620	Acinetobacter baumannii strain MRSN11744	WGS	3831483	Good		191	98.4	99.1		
470.6636	Acinetobacter baumannii strain MRSN11764	WGS	3890796	Good		223	98.2	99.1		
470.6618	Acinetobacter baumannii strain MRSN11739	WGS	4075725	Good		157	98.2	99.1		
470.6619	Acinetobacter baumannii strain MRSN11742	WGS	4025853	Good		462	94.4	98.6		
470.6617	Acinetobacter baumannii strain MRSN11738	WGS	4453760	Poor		1484	83.5	97.9		
470.6623	Acinetobacter baumannii strain MRSN11747	WGS	4017074	Good		182	98.4	99.2		
470.6629	Acinetobacter baumannii strain MRSN11756	WGS	3992540	Good		150	98.6	99.4		
470.6609	Acinetobacter baumannii strain MRSN11725	WGS	3968791	Good		313	98.7	99.4		
470.6633	Acinetobacter baumannii strain MRSN11761	WGS	3912003	Good		219	98.4	99.4		
470.7160	Acinetobacter baumannii strain MRSN7695	WGS	3889214	Good		195	98.8	99.4		
470.7152	Acinetobacter baumannii strain MRSN7679	WGS	3942401	Good		225	98.7	99.4		
470.7150	Acinetobacter baumannii strain MRSN7677	WGS	4425987	Good		236	97.3	99.3		
470.7164	Acinetobacter baumannii strain MRSN7701	WGS	3877787	Good		195	98.8	99.4		
470.7167	Acinetobacter baumannii strain MRSN7707	WGS	4030889	Good		185	97.5	98.7		
470.7155	Acinetobacter baumannii strain MRSN7686	WGS	4039693	Good		221	98.4	99.3		
470.7165	Acinetobacter baumannii strain MRSN7703	WGS	3939401	Good		130	98.8	99.4		
470.7107	Acinetobacter baumannii strain MRSN7604	WGS	4025172	Good		246	96.2	99		
470.7108	Acinetobacter baumannii strain MRSN7605	WGS	4197540	Good		263	97.6	99		
470.7095	Acinetobacter baumannii strain MRSN7582	WGS	4368734	Good		143	97.6	99.3		
470.7112	Acinetobacter baumannii strain MRSN7612	WGS	4027270	Good		553	97	98.4		
470.7118	Acinetobacter baumannii strain MRSN7628	WGS	4042846	Good		261	98.2	99.2		
470.7111	Acinetobacter baumannii strain MRSN7611	WGS	3961098	Good		298	98.7	99.4		
470.7120	Acinetobacter baumannii strain MRSN7631	WGS	4263744	Good		156	97.4	99.2		
470.7083	Acinetobacter baumannii strain MRSN7566	WGS	3944580	Good		248	98.8	99.4		
470.7084	Acinetobacter baumannii strain MRSN7567	WGS	3945588	Good		241	98.8	99.4		
470.7069	Acinetobacter baumannii strain MRSN7544	WGS	3982310	Good		266	98.7	99.4		
470.7080	Acinetobacter baumannii strain MRSN7563	WGS	4256192	Good		233	97.6	99.3		
470.7075	Acinetobacter baumannii strain MRSN7551	WGS	4123444	Good		220	98.4	99.3		
470.7099	Acinetobacter baumannii strain MRSN7590	WGS	3950822	Good		264	98.8	99.4		
470.7178	Acinetobacter baumannii strain MRSN7722	WGS	3950933	Good		293	98.7	99.3		
470.7180	Acinetobacter baumannii strain MRSN7725	WGS	4146579	Good		413	95.7	99.1		
470.7168	Acinetobacter baumannii strain MRSN7709	WGS	3813297	Good		164	98.6	99.3		
470.7176	Acinetobacter baumannii strain MRSN7718	WGS	4037384	Good		203	98.2	99.2		
470.7141	Acinetobacter baumannii strain MRSN7668	WGS	4049977	Good		200	98.6	99.3		
470.7143	Acinetobacter baumannii strain MRSN7670	WGS	4366186	Good		134	97.6	99.3		
470.7146	Acinetobacter baumannii strain MRSN7673	WGS	4072911	Good		201	98.4	99.2		
470.7142	Acinetobacter baumannii strain MRSN7669	WGS	4301161	Good		998	96.8	99.2		
470.7135	Acinetobacter baumannii strain MRSN7657	WGS	4045905	Good		611	95.2	99.3		
470.7137	Acinetobacter baumannii strain MRSN7659	WGS	4182883	Good		446	98	99.3		
470.7067	Acinetobacter baumannii strain MRSN7539	WGS	3956820	Good		196	97.8	98.7		
470.7068	Acinetobacter baumannii strain MRSN7543	WGS	3887485	Good		204	98.7	99.3		
470.7079	Acinetobacter baumannii strain MRSN7560	WGS	4180184	Good		222	98.1	99.3		
470.7106	Acinetobacter baumannii strain MRSN7600	WGS	4036481	Good		169	97.9	99		
470.7110	Acinetobacter baumannii strain MRSN7610	WGS	4169860	Good		358	98.4	99.1		
470.7100	Acinetobacter baumannii strain MRSN7591	WGS	5339509	Poor		3794	69.5	94.7		
470.7127	Acinetobacter baumannii strain MRSN7644	WGS	4299520	Good		966	97.6	99.3		
470.7134	Acinetobacter baumannii strain MRSN7655	WGS	4396206	Good		192	97.5	99.3		
470.7128	Acinetobacter baumannii strain MRSN7646	WGS	3949468	Good		268	98.8	99.4		
470.7050	Acinetobacter baumannii strain MRSN7508	WGS	4380202	Good		256	97.4	99.2		
470.7044	Acinetobacter baumannii strain MRSN7499	WGS	3999020	Good		218	98.3	99.3		
470.7051	Acinetobacter baumannii strain MRSN7509	WGS	4124556	Good		265	98.2	99.3		
470.7037	Acinetobacter baumannii strain MRSN7488	WGS	4083203	Good		265	98.2	99.2		
470.7040	Acinetobacter baumannii strain MRSN7492	WGS	3967263	Good		246	97.8	98.7		
470.7057	Acinetobacter baumannii strain MRSN7517	WGS	4308194	Good		218	97.6	99.3		
470.7041	Acinetobacter baumannii strain MRSN7495	WGS	4055102	Good		249	98.4	99.4		
470.7063	Acinetobacter baumannii strain MRSN7526	WGS	3859496	Good		258	98.1	99.2		
470.7052	Acinetobacter baumannii strain MRSN7510	WGS	3928883	Good		236	98.5	99.2		
470.7196	Acinetobacter baumannii strain MRSN7761	WGS	4257000	Good		233	97.6	99.3		
470.7190	Acinetobacter baumannii strain MRSN7751	WGS	4400487	Good		211	96.5	99		
470.7187	Acinetobacter baumannii strain MRSN7745	WGS	3940482	Good		262	98.4	99.3		
470.7194	Acinetobacter baumannii strain MRSN7759	WGS	4039151	Good		200	98.6	99.3		
470.7195	Acinetobacter baumannii strain MRSN7760	WGS	3938696	Good		221	98.8	99.4		
470.7203	Acinetobacter baumannii strain MRSN7780	WGS	4047445	Good		265	98.5	99.3		
1094474.3	Acinetobacter baumannii ABNIH10	WGS	3897370	Good	0	886	94.1	96.7	96.6	4.2
1094481.3	Acinetobacter baumannii ABNIH17	WGS	4001250	Good	0	306	98	99.3	100	0.5
1094486.3	Acinetobacter baumannii ABNIH22	WGS	3941012	Good	0	233	98.2	99.3	100	0.5
1094488.3	Acinetobacter baumannii ABNIH24	WGS	3841535	Good	0	379	98.1	99.3	100	0.5
1116235.3	Acinetobacter baumannii AB5256	WGS	4158015	Good	0	50	98	99	100	1
1310839.3	Acinetobacter baumannii 24860_5	WGS	4128312	Good		92	98.3	99.3	100	0
1310842.3	Acinetobacter baumannii 24860_8	WGS	4064824	Good	0	109	97.9	99.3	100	0.5
1310844.3	Acinetobacter baumannii 24860_10	WGS	4229193	Good	0	263	97.6	99.3	100	2.6
1310846.3	Acinetobacter baumannii 24812_2	WGS	4014757	Good		91	98.5	99.3	100	0
1310851.3	Acinetobacter baumannii 24812_7	WGS	4134589	Good		109	98.3	99.3	100	0
1310858.3	Acinetobacter baumannii 24845_4	WGS	4083108	Good	0	95	98.4	99.3	100	0
1310864.3	Acinetobacter baumannii 24845_10	WGS	4070607	Good	0	75	97.5	99.3	100	2.6
1310866.3	Acinetobacter baumannii 25307_2	WGS	3981292	Good	0	180	97.9	99	99	1.1
1310867.3	Acinetobacter baumannii 25307_3	WGS	3974705	Good	0	87	98.6	99.3	100	0.5
1310881.3	Acinetobacter baumannii 25253_7	WGS	4036071	Good	0	160	98.2	99.3	100	2.5
1310882.3	Acinetobacter baumannii 25253_8	WGS	4030614	Good	0	101	98	99.3	100	1
1310886.3	Acinetobacter baumannii 44895_2	WGS	4058426	Good	0	124	98.3	99.3	100	0
1310887.3	Acinetobacter baumannii 44895_3	WGS	4049358	Good	0	102	98.6	99.3	100	0.5
1310888.3	Acinetobacter baumannii 44895_4	WGS	3988735	Good	0	108	98.4	99.3	100	0
1310889.3	Acinetobacter baumannii 44895_5	WGS	4063061	Good	0	154	98.3	99.3	100	1
1310893.3	Acinetobacter baumannii 44895_9	WGS	4059333	Good	0	135	98.2	99.3	100	0.5
1310894.3	Acinetobacter baumannii 44895_10	WGS	4040699	Good	0	161	98	99.3	100	3.5
1310898.3	Acinetobacter baumannii 45002_4	WGS	4004196	Good	0	83	98.4	99.3	100	0
1310913.3	Acinetobacter baumannii 25977_9	WGS	4277914	Good		353	96.4	99	96.9	3.7
1310915.3	Acinetobacter baumannii 25766_1	WGS	4147790	Good	0	286	98.1	99.3	100	4
1310917.3	Acinetobacter baumannii 25766_3	WGS	4202739	Good	0	151	98.2	99.3	100	0.5
1310919.3	Acinetobacter baumannii 25766_5	WGS	4141755	Good	0	145	98.4	99.3	100	0
1310921.3	Acinetobacter baumannii 25766_7	WGS	4067976	Good	0	131	98.6	99.3	100	0
1310924.3	Acinetobacter baumannii 25766_10	WGS	4132010	Good	0	153	98.3	99.3	100	0
1310925.3	Acinetobacter baumannii 25691_1	WGS	4102164	Good	0	110	98.4	99.3	100	0
1310931.3	Acinetobacter baumannii 25691_7	WGS	4397319	Good		607	96.1	99	99.5	3.6
1310932.3	Acinetobacter baumannii 25691_8	WGS	4352753	Good		505	97	99.3	100	6.6
1310933.3	Acinetobacter baumannii 25691_9	WGS	4106139	Good	0	156	97.8	99.3	100	2.3
1310935.4	Acinetobacter baumannii 25935_1	WGS	4105921	Good	0	117	98.2	99.3	100	1.5
1310939.3	Acinetobacter baumannii 25935_5	WGS	4002412	Good	0	224	97.7	99.3	99	1.1
1310942.3	Acinetobacter baumannii 25935_8	WGS	4076460	Good	0	183	97.7	99.3	100	0
1310943.3	Acinetobacter baumannii 25935_9	WGS	4031481	Good	0	182	97.6	99.3	100	3.3
1310944.3	Acinetobacter baumannii 25935_10	WGS	4035193	Good	0	105	98.7	99.3	100	0
1310948.3	Acinetobacter baumannii 24975_4	WGS	4025024	Good	0	96	98.1	99.3	100	0
1310949.3	Acinetobacter baumannii 24975_5	WGS	4331115	Good	0	447	96.3	99.3	100	3.3
1310953.3	Acinetobacter baumannii 24975_9	WGS	4043685	Good	0	97	98.4	99.3	100	0
1310955.3	Acinetobacter baumannii 25561_1	WGS	4154385	Good	0	118	98.4	99.3	100	0
1310961.3	Acinetobacter baumannii 25561_7	WGS	4125738	Good	0	143	98.2	99.3	100	0
1310964.3	Acinetobacter baumannii 25561_10	WGS	4138329	Good	0	111	98.4	99.3	100	0
1310971.3	Acinetobacter baumannii 25750_7	WGS	4104749	Good	0	110	98.3	99.3	100	0
1310978.3	Acinetobacter baumannii 44467_4	WGS	4108010	Good	0	155	98.2	99.3	100	0
1310983.3	Acinetobacter baumannii 44467_9	WGS	4084907	Good	0	216	97.6	99.3	100	2
1310989.3	Acinetobacter baumannii 44327_5	WGS	4063875	Good	0	162	98.4	99.3	100	1
1311003.3	Acinetobacter baumannii 44857_9	WGS	4030845	Good	0	277	98.2	99.3	100	1.5
1311004.3	Acinetobacter baumannii 44857_10	WGS	4055825	Good	0	120	98.3	99.3	99.5	0.3
1311006.3	Acinetobacter baumannii 25681_2	WGS	4133820	Good	0	145	98.4	99.3	100	0
1311009.3	Acinetobacter baumannii 25681_5	WGS	4102965	Good	0	121	98.7	99.3	100	0
1311020.3	Acinetobacter baumannii 25493_6	WGS	4107461	Good		169	98.2	99.2	100	2
1311022.3	Acinetobacter baumannii 25493_8	WGS	4106507	Good		93	98.4	99.1	100	1.5
1311028.3	Acinetobacter baumannii 44437_4	WGS	4039284	Good		105	98.4	99.3	100	0.5
1311029.3	Acinetobacter baumannii 44437_5	WGS	4040837	Good		109	98.4	99.3	100	0.5
1311033.3	Acinetobacter baumannii 44437_9	WGS	4033656	Good		156	97.7	99.2	100	2
1311036.3	Acinetobacter baumannii 44362_2	WGS	4057970	Good		186	96.9	99.3	100	5.2
1311038.3	Acinetobacter baumannii 44362_4	WGS	4088821	Good		119	98.2	99.3	100	0
1311040.3	Acinetobacter baumannii 44362_6	WGS	4060949	Good		192	97.9	99.3	100	0.5
1311041.3	Acinetobacter baumannii 44362_7	WGS	4118809	Good		144	98.3	99.3	100	0
1311042.3	Acinetobacter baumannii 44362_8	WGS	4221668	Good		107	98.5	99.3	100	0.5
1311043.3	Acinetobacter baumannii 44362_9	WGS	4067998	Good		105	98.4	99.3	100	0
1311048.3	Acinetobacter baumannii 43557_1	WGS	4198049	Good		122	98.2	99.3	100	0
1311071.3	Acinetobacter baumannii 26016_4	WGS	4175483	Good		140	98.3	99.3	100	1
1311073.3	Acinetobacter baumannii 26016_6	WGS	4145859	Good		128	98.5	99.3	100	0
1311078.3	Acinetobacter baumannii 44298_1	WGS	4019934	Good		107	98.6	99.3	100	1.5
1311079.3	Acinetobacter baumannii 44298_2	WGS	4025505	Good		111	98.5	99.3	100	0.5
1311080.3	Acinetobacter baumannii 44298_3	WGS	4023027	Good		116	98.4	99.3	100	0.5
1311083.3	Acinetobacter baumannii 44298_6	WGS	4096980	Good		130	98.1	99.3	100	1
1311093.3	Acinetobacter baumannii 45075_6	WGS	3942498	Good		57	98.6	99.1	100	0.5
1311095.3	Acinetobacter baumannii 45075_8	WGS	3930804	Good		59	98.4	99.1	100	0
1311098.3	Acinetobacter baumannii 16553_1	WGS	4099878	Good		88	98.4	99.3	100	0
1311101.3	Acinetobacter baumannii 16553_4	WGS	4193197	Good		83	98.4	99.3	100	0
1311105.3	Acinetobacter baumannii 16553_8	WGS	4181946	Good		86	98.4	99.3	100	0
1311107.3	Acinetobacter baumannii 16553_10	WGS	4246324	Good		89	98.1	99.3	100	0.5
1311112.3	Acinetobacter baumannii 25569_5	WGS	3989196	Good		69	98.4	99.1	100	0
1311113.3	Acinetobacter baumannii 25569_6	WGS	4132459	Good		107	98.2	99.3	100	0
1311116.3	Acinetobacter baumannii 25569_9	WGS	3966072	Good		68	98.7	99.1	100	0.5
1311118.3	Acinetobacter baumannii 25442_1	WGS	4119904	Good		116	98.3	99.3	100	0.5
1311128.3	Acinetobacter baumannii 45057_1	WGS	4318794	Good		444	94.8	98	99	6.9
1311131.3	Acinetobacter baumannii 45057_4	WGS	4010349	Good		202	97.7	99.3	100	2.6
1311134.3	Acinetobacter baumannii 42057_2	WGS	3930868	Good		160	98.7	99.3	100	0.8
1311137.3	Acinetobacter baumannii 42057_5	WGS	4249605	Good		489	95.7	99.4	100	9
1311138.3	Acinetobacter baumannii 42057_6	WGS	4080445	Good		79	98.1	99.4	100	2
1311143.3	Acinetobacter baumannii 45052_3	WGS	4000951	Good		69	98.3	99.1	100	0.5
1311144.3	Acinetobacter baumannii 45052_4	WGS	3983869	Good		65	98.4	99.1	100	0
