genome.genome_id	genome.genome_name	genome.genome_status	genome.genome_length	genome.genome_quality	genome.plasmids	genome.contigs	genome.fine_consistency	genome.coarse_consistency	genome.checkm_completeness	genome.checkm_contamination
46170.638	Staphylococcus aureus subsp. aureus strain M6KS0591_1	WGS	2676808	Good		37	100	100	100	0
46170.639	Staphylococcus aureus subsp. aureus strain M6KS0591_2	WGS	2825739	Good		52	99.3	99.7	100	0.3
46170.640	Staphylococcus aureus subsp. aureus strain M6KS0591_4	WGS	2677183	Good		36	100	100	100	0
46170.641	Staphylococcus aureus subsp. aureus strain M6KS0591_5	WGS	2677027	Good		37	100	100	100	0
46170.83	Staphylococcus aureus subsp. aureus MRSA_S1	WGS	2800099	Good		131	99.9	100	100	0
46170.99	Staphylococcus aureus subsp. aureus strain SA0521	WGS	2903375	Good		144	99.9	100	100	0.6
523796.5	Staphylococcus aureus subsp. aureus ST398 strain S0385	Complete	2905974	Good	5	6	99.6	100	100	0
543539.3	Staphylococcus aureus subsp. aureus CGS01	WGS	2857982	Good	0	58	99.9	100	100	0.6
543540.3	Staphylococcus aureus subsp. aureus CGS03	WGS	2830354	Good	0	68	99.9	100	100	0
561307.5	Staphylococcus aureus subsp. aureus RN4220	WGS	2663395	Good	0	118	99.9	99.9	100	0
585143.3	Staphylococcus aureus subsp. aureus 55/2053	WGS	2796509	Good	0	26	99.6	99.9	100	0
585145.3	Staphylococcus aureus subsp. aureus 65-1322	WGS	2809741	Good	0	15	99.5	99.9	100	0.6
585150.3	Staphylococcus aureus subsp. aureus C160	WGS	2843444	Good	0	26	99.9	99.9	100	0.6
585152.3	Staphylococcus aureus subsp. aureus D139	WGS	2829512	Good	0	31	99.3	100	100	2.2
585155.3	Staphylococcus aureus subsp. aureus H19	WGS	2807924	Good	0	13	99	100	100	1.3
585158.3	Staphylococcus aureus subsp. aureus M876	WGS	2791311	Good	0	16	99.9	99.9	100	0
585159.3	Staphylococcus aureus subsp. aureus M899	WGS	2787974	Good	0	18	99.8	99.9	100	0
585161.3	Staphylococcus aureus subsp. aureus WW2703/97	WGS	2804748	Good	0	36	99	99.9	100	1.3
644279.4	Staphylococcus aureus subsp. aureus 132	WGS	2825358	Good	0	46	99.7	99.9	100	0
663951.4	Staphylococcus aureus subsp. aureus TW20 strain 582	Complete	3075806	Good	2	3	99.8	99.9	100	0
681288.4	Staphylococcus aureus subsp. aureus ED98	Complete	2847542	Good	3	4	100	100	100	0
754025.3	Staphylococcus aureus subsp. aureus MRSA131	WGS	2816661	Good	0	58	99.9	99.9	100	0
862516.3	Staphylococcus aureus subsp. aureus ATCC BAA-39	WGS	2934515	Good	0	25	99.6	100	100	0.6
869816.3	Staphylococcus aureus subsp. aureus JKD6159	Complete	2832165	Good	1	2	99.9	100	100	0
889933.4	Staphylococcus aureus subsp. aureus ECT-R 2	Complete	2759052	Good	2	3	99.9	100	100	0
904723.3	Staphylococcus aureus subsp. aureus 21172	WGS	2690465	Good	0	31	99.9	100	100	0
904724.3	Staphylococcus aureus subsp. aureus 21178	WGS	2975585	Good	0	109	99.7	99.8	100	0
904726.3	Staphylococcus aureus subsp. aureus 21193	WGS	2735354	Good	0	28	99.1	99.9	100	0
904728.3	Staphylococcus aureus subsp. aureus 21195	WGS	2819236	Good	0	54	99.9	99.9	100	0.6
904732.3	Staphylococcus aureus subsp. aureus 21202	WGS	2775807	Good	0	78	99.7	99.9	100	1.9
904737.3	Staphylococcus aureus subsp. aureus 21232	WGS	2758530	Good	0	53	100	100	100	0
904739.3	Staphylococcus aureus subsp. aureus 21236	WGS	2745204	Good	0	67	99.9	100	100	0
904742.3	Staphylococcus aureus subsp. aureus 21251	WGS	2763540	Good		62	99.9	100	99.4	0
904745.3	Staphylococcus aureus subsp. aureus 21262	WGS	2783499	Good	0	66	99.8	100	100	0
904753.3	Staphylococcus aureus subsp. aureus 21282	WGS	2826226	Good	0	95	99.7	100	100	0.6
904760.3	Staphylococcus aureus subsp. aureus 21310	WGS	2766010	Good	0	70	99.8	100	100	0
904761.3	Staphylococcus aureus subsp. aureus 21311	WGS	2752172	Good		59	99.1	99.9	100	0.6
904768.3	Staphylococcus aureus subsp. aureus 21334	WGS	2773658	Good	0	44	99.9	99.9	100	0
904770.3	Staphylococcus aureus subsp. aureus 21338	WGS	2792938	Good		32	99.6	100	100	0.6
904783.3	Staphylococcus aureus subsp. aureus IS-122	WGS	2808298	Good	0	96	99.3	99.9	100	1.2
904793.3	Staphylococcus aureus subsp. aureus CO-06	WGS	2892063	Good		62	99.4	99.9	100	1.2
931432.3	Staphylococcus aureus subsp. aureus CIG1057	WGS	2968765	Good	0	15	99.9	100	100	0
931433.3	Staphylococcus aureus subsp. aureus CIG1114	WGS	2939208	Good	0	15	100	100	100	0
931436.3	Staphylococcus aureus subsp. aureus CIG1242	WGS	3017889	Good	0	56	99.7	99.9	100	1.9
931437.3	Staphylococcus aureus subsp. aureus CIG1500	WGS	3069467	Good	0	20	99.9	99.9	100	0
931438.3	Staphylococcus aureus subsp. aureus CIG1605	WGS	2974437	Good	0	14	99.6	99.9	100	0
931439.3	Staphylococcus aureus subsp. aureus CIG1750	WGS	2975153	Good	0	43	99.7	100	100	3.1
931442.3	Staphylococcus aureus subsp. aureus CIG547	WGS	2882216	Good	0	12	99.9	100	100	0.6
931444.3	Staphylococcus aureus subsp. aureus CIG1150	WGS	2816236	Good	0	40	99.9	100	100	0.6
931451.3	Staphylococcus aureus subsp. aureus CIG290	WGS	2904780	Good	0	19	99.6	100	100	0.6
931452.3	Staphylococcus aureus subsp. aureus CIG1267	WGS	3004248	Good	0	14	99.7	99.9	100	0.6
931454.3	Staphylococcus aureus subsp. aureus CIG1524	WGS	2751482	Good	0	12	99.9	100	100	0
931456.3	Staphylococcus aureus subsp. aureus CIGC341D	WGS	3054526	Good	0	23	99.7	99.9	100	0
1221451.4	Staphylococcus aureus subsp. aureus 120	WGS	2551190	Good		174	99	99.8	100	1.2
1258575.3	Staphylococcus aureus subsp. aureus H29	WGS	2844315	Good	0	118	99.7	99.9	99.4	0.6
1265302.3	Staphylococcus aureus subsp. aureus PB32	WGS	2808519	Good	0	80	99	99.9	100	0
1182756.4	Staphylococcus aureus subsp. aureus str. Newbould 305	WGS	2790393	Good	1	28	100	100	100	0
1288969.3	Staphylococcus aureus subsp. aureus S0462	WGS	2760400	Good	0	134	98.8	99.6	99.4	1.3
46170.317	Staphylococcus aureus subsp. aureus strain ISU926	Complete	2833430	Good		1	99.6	100	100	0
46170.318	Staphylococcus aureus subsp. aureus strain SA13-192	WGS	2714681	Good	1	61	99.8	100	100	0
46170.319	Staphylococcus aureus subsp. aureus strain SA33924	WGS	2868227	Good		98	99.6	100	100	0
46170.320	Staphylococcus aureus subsp. aureus strain SA13-246	WGS	2685096	Good		26	99.8	100	100	0
46170.323	Staphylococcus aureus subsp. aureus strain SA14-118	WGS	2693042	Good		27	99.8	100	100	0
46170.324	Staphylococcus aureus subsp. aureus strain SA12-154	WGS	2767197	Good		31	99.9	100	100	0.6
46170.328	Staphylococcus aureus subsp. aureus strain SA11-192	WGS	2698965	Good		25	99.8	100	100	0.6
46170.329	Staphylococcus aureus subsp. aureus strain SA14-639	WGS	2707899	Good		28	99.8	100	100	0
46170.724	Staphylococcus aureus subsp. aureus strain LTF31	WGS	2869949	Good		68	99.6	100		
46170.725	Staphylococcus aureus subsp. aureus strain LTF24	WGS	2862473	Good		79	99.6	100		
46170.727	Staphylococcus aureus subsp. aureus strain LTF21	WGS	2827439	Good		68	99.8	100		
46170.729	Staphylococcus aureus subsp. aureus strain LTF16	WGS	2845394	Good		68	99.7	100		
46170.730	Staphylococcus aureus subsp. aureus strain LTF13	WGS	2853924	Good		68	99.9	100		
46170.739	Staphylococcus aureus subsp. aureus strain LTF27	WGS	2872378	Good		58	99.8	100		
46170.741	Staphylococcus aureus subsp. aureus strain LTF26	WGS	2868235	Good		60	99.6	100		
46170.745	Staphylococcus aureus subsp. aureus strain LTF19	WGS	2869883	Good		59	99.8	100		
46170.748	Staphylococcus aureus subsp. aureus strain LTF12	WGS	2898362	Good		77	99.6	99.9		
46170.751	Staphylococcus aureus subsp. aureus strain LTF09	WGS	2922848	Good		72	99.8	100		
46170.1176	Staphylococcus aureus subsp. aureus strain ACR33	WGS	2870615	Good	0	52	99.6	99.7		
46170.1170	Staphylococcus aureus subsp. aureus strain DR4	WGS	2848582	Good	0	43	99.6	100		
46170.1168	Staphylococcus aureus subsp. aureus strain ILR37	WGS	2861600	Good	0	88	99.7	100		
46170.1172	Staphylococcus aureus subsp. aureus strain ACR36	WGS	2801693	Good	0	48	99.9	100		
46170.1174	Staphylococcus aureus subsp. aureus strain ACR37	WGS	2810074	Good	0	57	99.8	100		
46170.1184	Staphylococcus aureus subsp. aureus strain ABR102	WGS	2878900	Good	0	85	99.8	100		
46170.1181	Staphylococcus aureus subsp. aureus strain ACR14	WGS	2907310	Good	0	52	99.9	100		
46170.1183	Staphylococcus aureus subsp. aureus strain ABR29	WGS	2834345	Good	0	59	99.7	100		
46170.1113	Staphylococcus aureus subsp. aureus strain sta1645	WGS	2865839	Good	0	62	99.7	99.9		
46170.1123	Staphylococcus aureus subsp. aureus strain Sau84	WGS	2887561	Good	0	62	99.6	100		
46170.1118	Staphylococcus aureus subsp. aureus strain Sau70	WGS	2912574	Good	0	73	99.7	100		
46170.1125	Staphylococcus aureus subsp. aureus strain Sau102	WGS	2870268	Good	0	71	99.6	100		
46170.1124	Staphylococcus aureus subsp. aureus strain Sau100	WGS	2923323	Good	0	98	99.8	100		
46170.1128	Staphylococcus aureus subsp. aureus strain Sau41	WGS	2878506	Good	0	48	99.9	100		
46170.1137	Staphylococcus aureus subsp. aureus strain RR62	WGS	2835370	Good	0	91	99.8	100		
46170.1142	Staphylococcus aureus subsp. aureus strain RR17	WGS	2839359	Good	0	79	99.7	100		
46170.1145	Staphylococcus aureus subsp. aureus strain RR13	WGS	2868108	Good	0	87	99.6	100		
46170.1136	Staphylococcus aureus subsp. aureus strain RR51	WGS	2877219	Good	0	90	99.7	100		
46170.1140	Staphylococcus aureus subsp. aureus strain RR20	WGS	2835107	Good	0	69	99.7	100		
46170.1150	Staphylococcus aureus subsp. aureus strain NCHR59	WGS	2822283	Good	0	75	99.6	99.9		
46170.1159	Staphylococcus aureus subsp. aureus strain LCR11	WGS	2796874	Good	0	71	99.8	100		
46170.1155	Staphylococcus aureus subsp. aureus strain MKR4	WGS	2846339	Good	0	94	99.8	100		
46170.1158	Staphylococcus aureus subsp. aureus strain MKR24	WGS	2818492	Good	0	75	99.8	100		
46170.1161	Staphylococcus aureus subsp. aureus strain KTR58	WGS	2898607	Good	0	95	99.8	100		
46170.1169	Staphylococcus aureus subsp. aureus strain ILR17	WGS	2883681	Good	0	95	99.8	100		
561307.22	Staphylococcus aureus subsp. aureus RN4220	WGS	2657542	Good	0	18	98.6	98.7		
46170.1024	Staphylococcus aureus subsp. aureus strain murR6	WGS	2673413	Good	0	25	98.6	98.7		
46170.1094	Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe1	WGS	2804852	Good	0	15	98.2	98.7		
46170.1097	Staphylococcus aureus subsp. aureus strain ATCC 33591_Arg2	WGS	2785855	Good	0	12	98.3	98.7		
46170.1089	Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe3	WGS	2782230	Good	0	15	98.4	98.7		
46170.1087	Staphylococcus aureus subsp. aureus strain ATCC 33591_Moe6	WGS	2802924	Good	0	15	98.3	98.7		
46170.244	Staphylococcus aureus subsp. aureus strain 5118.N	Complete	3012759	Good	2	3	96.6	100	100	4.8
46170.447	Staphylococcus aureus subsp. aureus strain 5118.N	Plasmid	34043		1	1				
46170.151	Staphylococcus aureus subsp. aureus strain ATCC 29213	WGS	2781949	Good		79	99	100	100	8.1
46170.287	Staphylococcus aureus subsp. aureus strain ATCC 29213	WGS	2847591	Good		86	99.7	100	100	2.5
46170.1191	Staphylococcus aureus subsp. aureus strain G6 strain SA G6	WGS	2858904	Good	1	22	99.2	100		
46170.178	Staphylococcus aureus subsp. aureus strain MRSA_S19	WGS	2830626	Good	2	25	99.9	100	100	0
46170.179	Staphylococcus aureus subsp. aureus strain MRSA_S20	WGS	2947333	Good	1	31	100	100	100	0
46170.180	Staphylococcus aureus subsp. aureus strain MRSA_S26	WGS	2848407	Good	1	26	99.9	100	100	0
904779.3	Staphylococcus aureus subsp. aureus IS-91	WGS	2891989	Good	0	49	98.2	99.9	100	3.7
904785.3	Staphylococcus aureus subsp. aureus IS-157	WGS	2973980	Good	0	185	98.4	99.6	100	0.6
46170.415	Staphylococcus aureus subsp. aureus strain DSM 799	Plasmid	27013		1	1				
46170.413	Staphylococcus aureus subsp. aureus strain CCM5757	Plasmid	4566		1	1				
1074919.21	Staphylococcus aureus subsp. aureus ST228	Plasmid	23759		1	1				
1074919.17	Staphylococcus aureus subsp. aureus ST228	Plasmid	32184		1	1				
663951.76	Staphylococcus aureus subsp. aureus TW20	Plasmid	29585		1	1				
663951.77	Staphylococcus aureus subsp. aureus TW20	Plasmid	3011		1	1				
523796.36	Staphylococcus aureus subsp. aureus ST398 strain 825	Plasmid	14362		1	1				
46170.445	Staphylococcus aureus subsp. aureus strain LA-MRSA ST398 strain E154	Plasmid	2361		1	1				
46170.446	Staphylococcus aureus subsp. aureus strain LA-MRSA ST398 strain E154	Plasmid	7190		1	1				
46170.440	Staphylococcus aureus subsp. aureus strain Gv51	Plasmid	2903		1	1				
46170.441	Staphylococcus aureus subsp. aureus strain Gv88	Plasmid	2895		1	1				
46170.435	Staphylococcus aureus subsp. aureus strain USA300_SUR1	Plasmid	3125		1	1				
585143.5	Staphylococcus aureus subsp. aureus 55/2053	Plasmid	20449		1	1				
451516.43	Staphylococcus aureus subsp. aureus USA300_TCH1516	Plasmid	3125		1	1				
359786.26	Staphylococcus aureus subsp. aureus JH9	Plasmid	30429		1	1				
451515.77	Staphylococcus aureus subsp. aureus USA300_FPR3757	Plasmid	4439		1	1				
46170.420	Staphylococcus aureus subsp. aureus strain SA-047	Plasmid	19885		1	1				
46170.421	Staphylococcus aureus subsp. aureus strain SA-067	Plasmid	18040		1	1				
523796.33	Staphylococcus aureus subsp. aureus ST398 strain S0385 strain type strain:ST398	Plasmid	5246		1	1				
1241616.8	Staphylococcus aureus subsp. aureus DSM 20231	Plasmid	27490		1	1				
46170.433	Staphylococcus aureus subsp. aureus strain 137/93A	Plasmid	32184		1	1				
46170.427	Staphylococcus aureus subsp. aureus strain MRSA_S15	Plasmid	20513		1	1				
46170.423	Staphylococcus aureus subsp. aureus strain MRSA_S1	Plasmid	20511		1	1				
46170.412	Staphylococcus aureus subsp. aureus strain A900624	Plasmid	20857		1	1				
46170.444	Staphylococcus aureus subsp. aureus strain JS395	Plasmid	42747		1	1				
46170.456	Staphylococcus aureus subsp. aureus strain UCI62	Plasmid	26856		1	1				
46170.455	Staphylococcus aureus subsp. aureus strain 2148.CO1	Plasmid	32417		1	1				
46170.452	Staphylococcus aureus subsp. aureus strain 1625.CO1	Plasmid	27067		1	1				
46170.450	Staphylococcus aureus subsp. aureus strain 1971.CO1	Plasmid	60867		1	1				
46170.437	Staphylococcus aureus subsp. aureus strain GR2	Plasmid	28895		1	1				
46170.438	Staphylococcus aureus subsp. aureus strain GR2	Plasmid	2473		1	1				
889933.5	Staphylococcus aureus subsp. aureus ECT-R 2	Plasmid	2241		1	1				
1112349.3	Staphylococcus aureus subsp. aureus NN50	WGS	2822241	Good	0	65	99.6	100	100	0
46170.807	Staphylococcus aureus subsp. aureus strain WCUH29	Complete	2909934	Good		1	99.3	100		
46170.810	Staphylococcus aureus subsp. aureus strain 41	WGS	2790198	Good		54	99.9	100		
46170.808	Staphylococcus aureus subsp. aureus strain 42 (B) strain 42 (B) strain 42 (B)	WGS	2926504	Good		109	99.9	100		
46170.817	Staphylococcus aureus subsp. aureus strain 46	WGS	2878234	Good		82	99.9	100		
46170.811	Staphylococcus aureus subsp. aureus strain 6 (A) strain 6 (A) strain 6 (A)	WGS	2869760	Good		60	99.9	100		
46170.813	Staphylococcus aureus subsp. aureus strain 23	WGS	2820354	Good		42	99.9	100		
46170.820	Staphylococcus aureus subsp. aureus strain 15	WGS	2696051	Good		42	100	100		
46170.823	Staphylococcus aureus subsp. aureus strain 3 (A) strain 3 (A) strain 3 (A)	WGS	2868916	Good		61	99.9	100		
1406863.4	Staphylococcus aureus subsp. aureus Z172	Plasmid	27326		1	1				
282459.20	Staphylococcus aureus subsp. aureus MSSA476	Plasmid	20652			1				
46170.459	Staphylococcus aureus subsp. aureus strain Clinical isolate	Plasmid	27437		1	1				
93061.132	Staphylococcus aureus subsp. aureus NCTC 8325 strain NCTC8325	Complete	2830002	Good		1	99.9	100	100	0
